,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
2358,0,0.444213895,65,0,0.05242451099999999,10166.0,3,0,0,0,0.0
2359,0,0.9999998999999999,44,1,0.16316736699999998,5000.0,9,0,0,0,2.0
2360,1,0.7419204840000001,27,0,0.070418512,7000.0,4,0,0,2,3.0
2361,0,0.991773439,38,0,2965.0,,8,0,1,0,0.0
2362,1,0.048673783,64,0,2446.0,,4,0,2,0,0.0
2363,0,0.974051896,26,1,696.0,,3,1,0,0,0.0
2364,0,0.686154835,67,1,0.270718232,10135.0,21,0,2,0,0.0
2365,0,0.009867237,69,0,0.087080934,28306.0,9,0,2,0,0.0
2366,0,0.000962612,53,0,1426.0,,6,0,1,0,0.0
2367,0,0.6205680379999999,39,0,0.34046134,10100.0,11,0,1,0,4.0
2368,1,0.0,42,1,0.232368817,11300.0,4,0,1,2,2.0
2369,0,0.065305638,45,0,0.010189229000000001,9617.0,5,0,0,0,2.0
2370,1,0.6278580979999999,54,0,0.16447531599999998,4030.0,6,0,0,0,1.0
2371,0,0.048883764,58,0,5213.0,0.0,10,0,3,0,0.0
2372,1,0.786220687,35,1,0.37436318799999996,6084.0,11,1,1,1,3.0
2373,1,0.9999998999999999,23,0,274.0,,1,0,0,2,0.0
2374,1,0.660930795,38,0,0.39287945,1600.0,7,0,0,0,3.0
2375,1,0.586044688,44,0,0.64929546,4470.0,7,0,2,0,0.0
2376,0,1.0644036270000001,52,1,0.542993631,5023.0,8,0,2,0,0.0
2377,0,0.414890262,38,0,546.5,1.0,5,0,0,0,1.0
2378,1,0.6387662129999999,37,0,0.227444475,10850.0,12,0,2,0,3.0
2379,1,0.089018074,65,1,0.45127436299999996,2000.0,14,0,0,0,1.0
2380,1,0.9658971959999999,52,2,0.5509311339999999,8000.0,11,0,2,1,0.0
2381,0,0.0,49,0,0.585138287,3000.0,8,0,3,0,4.0
2382,0,0.009236028,67,1,0.0013629279999999998,5135.0,4,0,0,0,0.0
2383,0,0.9999998999999999,30,1,0.0,2200.0,0,0,0,0,2.0
2384,0,0.08221937900000001,74,0,0.037103263,4473.0,5,0,0,0,0.0
2385,1,0.542813536,39,0,0.534687311,9945.0,6,0,1,0,3.0
2386,0,0.9999998999999999,61,0,0.314969714,10400.0,10,2,1,1,3.0
2387,1,0.533716932,26,1,0.197786505,2800.0,5,0,0,0,0.0
2388,1,0.476518696,56,5,0.28022890899999997,10833.0,15,2,2,0,0.0
2389,0,0.051072994000000004,49,0,0.394501964,2800.0,4,0,1,0,0.0
2390,1,0.013555221000000001,36,1,0.406990361,11100.0,14,0,2,0,0.0
2391,0,0.9999998999999999,79,3,0.245087472,12060.0,4,5,0,3,0.0
2392,1,0.926592402,37,0,1.200587803,1360.0,5,0,0,0,2.0
2393,1,0.9747922609999999,32,3,1.3838463559999998,3800.0,11,0,3,0,4.0
2394,0,0.013266815,32,0,0.184375343,9100.0,5,0,1,0,0.0
2395,0,0.286461719,70,0,0.151453435,5400.0,10,1,0,0,0.0
2396,1,0.9999998999999999,29,1,849.0,,1,0,1,0,0.0
2397,1,0.548440494,63,2,0.39226618700000004,5559.0,11,0,0,0,1.0
2398,0,0.011923851000000001,86,0,0.005258545,2281.0,4,0,0,0,0.0
2399,0,0.0,32,0,0.04725863,5416.0,7,0,0,0,0.0
2400,1,0.476809926,42,3,4351.0,,16,0,2,0,0.0
2401,1,0.9999998999999999,40,98,0.010938924,3290.0,0,98,0,98,3.0
2402,1,1.099800399,40,1,0.00439912,5000.0,3,2,0,0,0.0
2403,0,0.151442505,44,1,788.0,,18,0,0,0,0.0
2404,1,0.275657292,53,0,0.099678133,9941.0,16,1,0,0,1.0
2405,1,1.8039867109999999,27,1,0.382340691,2400.0,2,4,0,0,3.0
2406,0,0.09144423800000001,31,0,0.236610331,4200.0,6,0,1,0,0.0
2407,0,0.078892452,43,0,0.23075384899999998,5000.0,10,0,0,0,2.0
2408,1,1.0515326520000001,65,0,0.5555555560000001,1133.0,5,0,0,0,0.0
2409,0,0.471148598,46,0,0.10915142,127400.0,15,0,4,0,2.0
2410,1,0.9999998999999999,41,1,0.133297787,3750.0,2,3,0,1,0.0
2411,1,0.0,60,0,1.604963806,2900.0,5,0,1,0,1.0
2412,0,0.521947805,60,0,0.088252259,5200.0,8,0,0,0,1.0
2413,1,0.9999998999999999,28,0,79.0,,2,0,0,0,0.0
2414,1,0.9999998999999999,24,98,54.0,,0,98,0,98,0.0
2415,0,0.0,27,0,251.0,0.0,3,0,0,0,1.0
2416,0,0.023505592000000002,67,0,0.007987532,5132.0,7,0,0,0,1.0
2417,1,1.095182139,38,0,0.12470495699999999,5083.0,4,0,0,1,4.0
2418,0,0.0,67,0,1.087251518,8400.0,6,0,2,0,0.0
2419,1,1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1.0
2420,1,0.538753925,53,1,0.115509541,4925.0,5,4,0,1,5.0
2421,0,0.0,84,0,0.0,,3,0,0,0,
2422,1,0.9999998999999999,32,0,0.0,3086.0,0,2,0,0,3.0
2423,1,0.44372956700000005,52,0,0.211804608,25650.0,10,0,1,0,4.0
2424,0,0.7920979990000001,57,1,0.618884365,14000.0,18,0,2,0,3.0
2425,0,0.0,58,0,0.493395216,2800.0,7,0,1,0,2.0
2426,1,0.565790638,53,0,0.073571203,6333.0,15,0,0,0,2.0
2427,1,0.683239059,47,5,0.716453047,7645.0,13,0,2,4,2.0
2428,1,0.881671049,52,0,0.292782977,7800.0,5,0,0,0,0.0
2429,0,0.251712984,32,0,0.167733675,3123.0,9,0,0,0,0.0
2430,0,0.40666324,43,0,0.14321366900000002,10417.0,11,0,1,0,0.0
2431,0,0.12218960699999999,30,0,0.2011997,4000.0,7,0,0,0,0.0
2432,1,0.23200199300000002,55,0,0.40065316799999995,7654.0,10,0,2,0,0.0
2433,1,0.23205780899999998,51,1,0.11601817699999999,7041.0,11,0,0,0,1.0
2434,1,0.612609333,53,2,1.09825019,9200.0,18,0,6,0,2.0
2435,0,0.021836697000000002,34,0,0.057408500999999994,6775.0,5,0,0,0,0.0
2436,0,0.21531282699999998,61,0,0.227538623,20000.0,8,0,1,0,0.0
2437,1,0.9999998999999999,33,0,71.0,,1,2,0,1,
2438,1,0.14442264900000001,45,0,0.441993824,6800.0,10,1,2,1,3.0
2439,1,0.298733454,35,0,1.316720505,6500.0,10,0,4,0,2.0
2440,0,0.691272715,43,0,0.303701702,3700.0,10,0,0,0,1.0
2441,1,0.28009477,27,0,0.162104261,4200.0,11,0,0,1,0.0
2442,1,0.648918911,43,3,0.631462118,17118.0,23,1,8,1,1.0
2443,0,0.343937989,64,0,0.42879137799999995,3896.0,11,0,1,0,0.0
2444,0,0.0,29,0,0.318846466,2461.0,4,0,1,0,0.0
2445,0,0.02135415,74,0,22.0,,4,0,0,0,0.0
2446,1,0.71976008,47,0,64.0,,2,2,0,0,0.0
2447,1,0.7333624740000001,46,0,93.0,4.0,5,0,0,0,1.0
2448,0,0.0,30,0,0.6339905579999999,3600.0,6,0,1,0,0.0
2449,1,0.019507131,63,0,0.102975496,3427.0,6,0,0,1,0.0
2450,1,0.238726369,58,0,0.332953683,7901.0,15,0,2,0,0.0
2451,0,0.123916747,58,0,0.176520994,3500.0,5,0,0,0,0.0
2452,1,0.9040213290000001,33,1,4749.0,,15,0,2,0,0.0
2453,0,0.324591885,41,0,389.0,,1,0,0,0,0.0
2454,1,1.474525475,34,1,0.371653543,1269.0,8,4,0,2,1.0
2455,0,0.5518119020000001,40,0,0.023173207,5911.0,4,3,0,0,0.0
2456,0,0.09290033800000001,49,0,0.153359511,4583.0,3,0,0,0,0.0
2457,0,0.9999998999999999,57,0,2447.0,,5,0,1,0,0.0
2458,1,0.9891008170000001,55,3,0.11385248,3890.0,5,0,0,0,1.0
2459,1,0.9999998999999999,29,1,849.0,,1,0,1,0,0.0
2460,0,0.539213508,29,0,0.496875781,4000.0,9,0,1,0,0.0
2461,0,0.030193649,71,0,18.0,,3,0,0,0,0.0
2462,0,0.144782191,57,0,0.377373171,6425.0,16,0,1,0,5.0
2463,0,0.9999998999999999,80,0,0.0,,2,0,0,0,
2464,0,0.853431046,70,0,0.281919452,3500.0,7,0,0,0,0.0
2465,0,0.484047732,68,0,0.657810156,4666.0,10,0,3,0,0.0
2466,0,0.00182257,58,0,0.43878061,2000.0,5,0,2,0,2.0
2467,1,0.9890928920000001,37,1,0.21215207100000003,2945.0,3,2,0,2,0.0
2468,1,0.737262737,63,0,0.21389816399999997,9583.0,9,1,2,1,0.0
2469,0,1.038212816,24,0,0.28571428600000004,1000.0,3,0,0,0,0.0
2470,1,0.256327786,39,1,548.0,,5,0,0,0,0.0
2471,0,0.915023605,70,0,0.474802166,2400.0,11,0,1,0,1.0
2472,0,0.046602158,66,0,0.296672395,6400.0,8,0,1,0,0.0
2473,1,0.117926415,52,0,0.248416843,9000.0,14,0,2,0,3.0
2474,0,0.0,38,1,0.470154753,5427.0,7,0,1,0,1.0
2475,0,0.003622935,55,0,0.15922293099999998,10500.0,14,0,1,0,1.0
2476,1,0.9999998999999999,36,0,0.0,,0,0,0,0,0.0
2477,1,0.824971241,47,1,0.777575537,8240.0,6,1,4,0,2.0
2478,0,0.050341897999999996,75,1,1.472515269,1800.0,15,0,1,0,0.0
2479,0,0.009531101,86,0,0.0034985420000000003,5144.0,6,0,0,0,0.0
2480,1,0.832204979,54,5,0.535077487,6000.0,17,0,1,0,1.0
2481,0,0.07267430400000001,54,0,0.5956029310000001,1500.0,12,0,1,0,0.0
2482,1,0.8330206379999999,56,0,0.6484258820000001,39672.0,18,0,8,0,0.0
2483,1,0.9999998999999999,39,0,396.0,,1,1,0,0,0.0
2484,0,0.026374341000000003,71,0,0.149060117,16650.0,8,0,1,0,0.0
2485,0,0.138939149,58,0,0.325758953,5500.0,8,0,1,0,0.0
2486,1,0.86733303,39,0,663.0,,3,0,0,1,4.0
2487,0,0.0,45,0,0.335538847,9974.0,5,0,3,0,0.0
2488,1,0.627329902,61,4,1.962979222,6833.0,20,1,7,0,0.0
2489,0,0.220229648,32,0,3.807247735,3200.0,4,0,1,0,2.0
2490,0,0.11742953099999999,85,0,0.309991274,4583.0,9,0,0,0,0.0
2491,1,0.9999998999999999,45,0,0.04041721,2300.0,1,0,0,1,0.0
2492,0,0.06851268,43,1,1950.0,,8,0,1,0,0.0
2493,0,0.0,39,0,0.174942052,8196.0,19,0,1,0,2.0
2494,0,0.009613866,54,0,0.152894121,13250.0,10,0,1,0,4.0
2495,0,0.221211895,59,0,0.35862373200000003,6800.0,16,0,2,0,1.0
2496,1,0.0,88,5,0.0,9500.0,9,1,0,1,0.0
2497,0,0.07881911400000001,76,0,0.360231085,5365.0,8,0,1,0,1.0
2498,1,0.473136915,39,2,0.41731105,4008.0,4,2,0,0,3.0
2499,0,0.069866467,34,0,0.629592602,4000.0,18,0,1,0,0.0
2500,0,0.164691765,34,0,0.056977847000000005,11600.0,5,0,0,0,0.0
2501,0,0.9999998999999999,47,0,0.384359401,1201.0,3,0,0,0,0.0
2502,1,0.6877313620000001,41,0,0.77983288,10650.0,22,0,3,1,4.0
2503,0,0.047232489,54,0,4966.0,,6,0,1,0,0.0
2504,0,0.10680943300000001,58,0,0.144933687,9424.0,6,0,1,0,0.0
2505,0,0.9999998999999999,72,0,0.0,1.0,4,0,0,0,0.0
2506,0,0.041739775,63,0,1.088303899,3000.0,9,0,1,0,0.0
2507,0,0.42317329200000003,47,0,0.356477561,5904.0,11,0,2,0,3.0
2508,1,0.9999998999999999,58,0,0.023801968,3150.0,0,1,0,0,3.0
2509,0,0.25208167,51,0,0.18880820199999998,2340.0,10,0,1,0,0.0
2510,0,0.068297185,28,0,350.0,,4,0,0,0,0.0
2511,0,0.0,51,0,0.22101735,5071.0,7,0,0,0,0.0
2512,0,0.0,29,0,0.059250137,7307.0,2,0,0,0,2.0
2513,0,0.002232454,84,0,1313.0,,11,0,1,0,0.0
2514,1,0.9999998999999999,52,0,995.0,,4,0,2,0,
2515,1,1.04361477,70,1,0.459259259,5804.0,7,1,1,0,0.0
2516,1,1.142952349,25,0,102.0,,1,0,0,0,0.0
2517,0,0.033025332000000004,62,0,9050.0,,16,0,2,0,1.0
2518,0,0.10567983199999999,48,0,0.8486943859999999,10990.0,20,0,7,0,4.0
2519,0,0.039871136,48,0,2343.0,,13,0,2,0,0.0
2520,0,0.014921928999999999,55,0,0.000668807,7475.0,1,0,0,0,0.0
2521,1,0.541546949,73,2,0.635726011,6700.0,8,1,1,1,0.0
2522,1,1.0273315109999999,50,1,0.577627772,11406.0,9,0,2,0,0.0
2523,0,0.464963709,43,1,0.369890409,12500.0,22,0,1,1,3.0
2524,0,0.00695993,51,0,0.470493418,11166.0,14,0,2,0,2.0
2525,0,0.046127544000000006,39,0,0.029713816,7302.0,3,0,0,0,2.0
2526,0,0.007639694,77,0,0.240088362,8600.0,4,0,1,0,0.0
2527,0,0.020044878999999998,64,0,0.02327362,75750.0,6,0,2,0,1.0
2528,1,0.41034358600000004,59,1,0.19779044899999998,2805.0,6,0,0,0,0.0
2529,0,0.20765282300000001,32,0,0.13316672599999999,2800.0,5,0,0,0,0.0
2530,1,0.249566724,53,0,3175.0,,6,0,2,0,0.0
2531,0,0.014224751,59,1,0.30226119100000004,6500.0,9,0,2,0,0.0
2532,0,0.447596053,48,0,1.086550183,2460.0,12,0,1,0,3.0
2533,0,0.0,27,0,0.10287380300000001,2400.0,3,0,0,0,1.0
2534,0,0.01999853,57,0,0.302232589,3000.0,3,0,1,0,0.0
2535,0,0.0,47,0,0.34047415,3500.0,5,0,1,0,2.0
2536,0,0.05638326900000001,60,0,0.32417351699999997,16666.0,9,0,2,0,0.0
2537,0,0.41079054299999995,27,0,0.17490283199999998,1800.0,5,0,0,0,0.0
2538,0,0.00044513,82,0,0.0,,11,0,0,0,
2539,0,0.915269491,35,0,0.522260274,5255.0,5,0,1,0,2.0
2540,0,0.462146038,26,0,1.241169306,820.0,6,0,0,0,0.0
2541,1,0.9780439120000001,24,1,0.209944751,2171.0,6,0,0,0,0.0
2542,0,0.106525278,44,0,0.46641571600000004,8500.0,5,0,1,0,0.0
2543,1,0.227592467,32,0,0.310734463,20000.0,17,0,4,0,3.0
2544,1,0.563621139,68,0,0.373260738,9917.0,6,0,1,0,0.0
2545,1,1.002038736,59,0,0.35920019,4200.0,4,0,1,0,0.0
2546,0,0.02159856,45,0,0.30845658800000003,8856.0,6,0,2,0,3.0
2547,0,0.337115569,50,1,0.722074676,6400.0,8,0,2,0,0.0
2548,1,0.411435426,26,0,0.29199549,2660.0,4,0,0,0,0.0
2549,0,0.034289594,58,1,307001.0,,16,0,4,0,2.0
2550,0,0.453357309,50,2,0.361342537,4200.0,6,0,0,0,0.0
2551,1,1.031996632,55,0,1.316683317,1000.0,4,0,2,0,0.0
2552,1,0.9999998999999999,32,98,0.0,1800.0,0,98,0,98,0.0
2553,1,0.9999998999999999,40,1,0.02349979,2382.0,0,1,0,0,2.0
2554,0,0.019345924,77,0,0.20294926300000002,4000.0,10,0,1,0,0.0
2555,0,0.082097962,62,0,0.496372606,6891.0,26,0,2,0,0.0
2556,1,0.9150928420000001,44,2,1.2356225570000001,1790.0,7,0,1,1,3.0
2557,1,0.00034882699999999996,50,1,0.17210300399999998,4659.0,9,1,1,0,0.0
2558,1,0.9999998999999999,32,0,1076.0,,3,0,1,0,1.0
2559,1,0.0,45,0,0.282911803,6167.0,3,0,1,0,0.0
2560,1,1.021617133,50,3,0.514727185,12425.0,17,0,3,4,0.0
2561,0,0.0024285220000000002,84,0,0.149323927,1700.0,9,0,0,0,1.0
2562,0,0.021850094,32,0,0.31716656,4700.0,11,0,2,0,2.0
2563,1,0.883851802,67,1,0.870560379,3800.0,15,0,2,0,1.0
2564,0,0.855700463,54,0,2972.0,,14,0,2,0,0.0
2565,1,1.130310603,28,1,0.23155368899999998,3333.0,6,0,0,0,0.0
2566,1,1.1351766509999999,51,0,909.0,,7,0,1,1,0.0
2567,1,0.9999998999999999,29,0,0.182563542,3658.0,7,5,0,0,0.0
2568,0,0.45118078,50,0,0.45830044700000006,3800.0,4,0,1,0,0.0
2569,0,0.017766799,44,0,0.33754322700000006,6650.0,13,1,1,0,0.0
2570,0,0.251171543,40,2,0.539981185,2125.0,7,0,1,0,2.0
2571,0,0.029343661,52,2,0.16896620699999998,5000.0,7,0,0,0,1.0
2572,1,0.500745115,53,1,0.41603811,5037.0,12,1,1,0,1.0
2573,1,1.777408638,29,0,0.003332639,4800.0,1,0,0,1,2.0
2574,0,0.451398136,33,0,0.080383923,3333.0,2,0,0,0,1.0
2575,0,0.9999998999999999,63,0,2417.0,,8,0,1,0,0.0
2576,1,0.269049456,45,0,1122.0,,4,1,0,0,0.0
2577,0,0.413273216,58,1,0.260951279,20750.0,21,0,1,0,0.0
2578,0,0.001151445,37,0,821.0,0.0,4,0,0,0,1.0
2579,0,0.754416372,50,0,0.418762746,2941.0,5,0,1,0,0.0
2580,0,0.0,38,0,0.5083728279999999,3164.0,7,1,1,0,0.0
2581,1,0.9999998999999999,29,1,0.035438437,2200.0,5,4,0,0,0.0
2582,1,0.884952648,44,0,0.06646990900000001,7792.0,5,0,0,0,0.0
2583,0,0.751279446,56,0,0.39421965299999995,9514.0,11,0,1,0,0.0
2584,0,0.132674188,64,0,2511.0,,11,0,3,0,0.0
2585,0,0.749712345,50,2,2856.0,,17,0,2,1,0.0
2586,1,0.7840531559999999,56,1,0.165626219,5125.0,3,0,0,0,0.0
2587,1,0.331446666,79,0,2334.0,,18,0,1,0,0.0
2588,1,0.169117761,49,0,0.457377259,7800.0,12,0,2,0,2.0
2589,1,0.176823177,28,0,0.007607042,4600.0,4,2,0,0,0.0
2590,0,0.496798499,69,0,1455.0,,6,0,0,0,0.0
2591,1,0.9999998999999999,62,2,0.14492307699999998,6499.0,2,2,0,1,0.0
2592,0,0.0,83,0,0.0,,1,0,0,0,0.0
2593,1,1.0,48,0,0.628058104,2615.0,9,0,0,0,0.0
2594,1,0.074792521,65,0,0.327674201,9600.0,9,0,2,0,0.0
2595,0,0.023621196,57,0,0.008746356,4458.0,9,0,0,0,1.0
2596,1,0.716042799,51,1,0.64846629,19266.0,10,0,6,0,0.0
2597,0,0.23411290199999998,60,0,0.661016949,8200.0,16,0,1,0,0.0
2598,1,0.252143543,31,0,0.389565761,3200.0,9,0,0,0,1.0
2599,0,0.007452654,77,0,1228.0,,9,0,0,0,0.0
2600,0,0.061276222000000005,75,0,0.02178718,6333.0,7,0,0,0,1.0
2601,1,0.8904791540000001,34,2,0.221777859,5500.0,5,0,0,0,4.0
2602,1,0.700670657,37,0,0.313614398,6000.0,12,0,0,0,0.0
2603,0,0.209961825,36,0,0.009486607,3583.0,5,0,0,0,0.0
2604,0,0.541270486,64,0,0.21789850800000002,12000.0,10,0,2,0,1.0
2605,1,0.916167665,28,1,0.09483907800000001,5250.0,4,0,0,0,0.0
2606,1,0.380062305,52,1,0.379009164,6983.0,12,0,2,0,0.0
2607,1,0.9999998999999999,33,1,0.059668853,3200.0,1,0,0,0,0.0
2608,0,0.087636749,28,0,0.394862329,6500.0,5,0,2,0,0.0
2609,0,0.9221767809999999,42,0,0.233553289,5000.0,8,0,0,0,0.0
2610,1,0.523580115,40,0,0.681834383,8416.0,5,0,2,0,0.0
2611,0,0.9999998999999999,22,0,0.0,,1,0,0,0,0.0
2612,1,0.730882974,63,0,0.656276015,10810.0,15,0,2,0,0.0
2613,1,1.02533803,52,2,0.599549519,14650.0,11,0,3,0,0.0
2614,0,0.0,79,0,0.0,,4,0,0,0,
2615,1,0.347059358,37,0,0.438760207,6000.0,9,0,1,0,3.0
2616,0,0.104820181,49,0,0.388734585,9000.0,13,0,2,0,2.0
2617,1,0.0,51,0,6.0,,3,0,0,0,0.0
2618,1,0.8076217990000001,50,2,930.0,,4,1,0,0,0.0
2619,1,1.037835718,34,1,0.666666667,3200.0,12,0,1,0,0.0
2620,1,0.9786014270000001,31,0,2357.0,,6,0,1,1,1.0
2621,1,0.004188394000000001,73,0,0.328009663,7450.0,6,0,3,0,0.0
2622,0,0.0017088070000000001,55,0,1723.0,,5,0,1,0,0.0
2623,1,0.462268866,33,0,0.336132773,5000.0,3,0,1,1,0.0
2624,0,0.274413831,70,0,0.027711164,11258.0,4,0,0,0,0.0
2625,1,1.4726368159999998,72,0,0.640021817,16500.0,5,3,4,0,1.0
2626,0,0.736477873,62,0,0.46484731700000004,9856.0,11,0,2,0,1.0
2627,1,0.22140254199999998,34,0,0.32037325,4500.0,12,0,1,0,0.0
2628,1,0.829628412,49,0,0.6723435759999999,2700.0,18,0,0,0,0.0
2629,1,1.388611389,27,0,0.036021023,7800.0,3,0,0,1,0.0
2630,0,0.916764503,40,0,0.578125,11455.0,16,0,5,0,2.0
2631,1,0.993067591,55,1,1.054486378,4000.0,12,0,2,0,1.0
2632,1,0.479346946,56,5,1.189905047,2000.0,9,2,1,3,1.0
2633,1,0.24859227,50,0,1.172327857,10833.0,22,0,2,0,0.0
2634,0,0.235705461,69,0,0.321709079,6365.0,14,0,1,0,0.0
2635,1,1.1740216490000002,42,1,0.251629726,2300.0,6,1,0,0,0.0
2636,1,0.6387662129999999,37,0,0.227444475,10850.0,12,0,2,0,3.0
2637,1,0.9999998999999999,41,1,0.481279369,6596.0,9,1,1,0,2.0
2638,1,0.9999998999999999,30,0,0.15367038,3500.0,1,2,0,1,0.0
2639,1,0.9976674440000001,50,0,0.266369994,6291.0,9,5,0,2,2.0
2640,1,1.314606742,44,4,0.196997833,6461.0,5,6,0,0,2.0
2641,0,0.0,74,0,0.18624504,8316.0,4,0,1,0,0.0
2642,1,0.009203857,79,0,0.046707612999999995,7000.0,9,0,0,0,1.0
2643,1,1.014330945,51,2,0.377355803,21064.0,9,1,4,0,1.0
2644,0,0.9999998999999999,34,0,4665.0,,4,0,1,0,2.0
2645,1,0.9999998999999999,39,1,0.35385196399999996,5295.0,5,3,2,1,3.0
2646,0,0.031509837,79,0,0.084305232,3000.0,11,0,0,0,0.0
2647,0,0.09457728800000001,72,0,1151.0,0.0,15,0,0,0,0.0
2648,1,0.958472187,43,0,0.5347569289999999,2200.0,6,0,0,0,1.0
2649,0,0.112183771,79,0,215.0,,13,0,0,0,0.0
2650,1,0.9999998999999999,40,0,23.0,,0,1,0,0,0.0
2651,0,0.13300673400000002,64,0,0.651457541,1577.0,12,0,1,0,0.0
2652,1,0.9999998999999999,53,0,0.0,,0,1,0,0,0.0
2653,1,0.137867179,76,2,0.073369332,11666.0,10,0,1,0,1.0
2654,0,0.091106715,63,0,0.035418452,3500.0,5,0,0,0,0.0
2655,0,0.03399381,77,0,0.42676604,3085.0,8,0,1,0,0.0
2656,1,0.8306148059999999,48,3,0.49146625299999996,5155.0,7,1,1,0,0.0
2657,1,0.9999998999999999,38,0,0.0,2666.0,0,0,0,0,2.0
2658,0,0.163292516,48,0,0.407627384,3198.0,5,0,1,0,0.0
2659,1,0.6958608279999999,68,2,0.757620272,2722.0,6,3,1,0,1.0
2660,0,0.023783872999999997,58,0,0.286132163,7520.0,9,1,2,0,0.0
2661,0,0.201510775,39,0,0.23009057800000002,8500.0,2,0,1,0,0.0
2662,0,0.0,59,0,1638.0,,6,0,1,0,0.0
2663,1,0.6961013,30,0,0.151739452,1350.0,3,0,0,0,1.0
2664,1,0.999890182,41,0,0.075760942,4500.0,4,0,0,0,0.0
2665,1,0.7090356170000001,45,0,0.527155816,8708.0,12,0,3,0,3.0
2666,0,0.39913781600000003,67,0,0.066983254,4000.0,5,0,0,0,0.0
2667,0,0.192004208,31,0,0.258161866,3644.0,5,0,0,0,0.0
2668,1,0.00395156,87,0,269.0,,7,0,1,0,
2669,0,0.0,36,2,0.41568540299999995,4500.0,5,0,2,0,2.0
2670,1,0.5762974439999999,50,0,0.259204471,6083.0,8,0,0,1,3.0
2671,1,0.796038432,57,3,5076.0,,13,0,2,0,0.0
2672,1,0.9999998999999999,61,0,0.113258186,3725.0,1,0,0,0,0.0
2673,0,0.833941681,69,0,2.242128936,1333.0,8,0,2,0,0.0
2674,0,0.9999998999999999,30,0,0.33562653600000003,2034.0,1,0,0,0,0.0
2675,0,0.9999998999999999,61,1,0.0,3888.0,0,0,0,0,2.0
2676,1,1.5948103790000001,47,2,0.379348631,5403.0,4,1,1,0,2.0
2677,0,0.0,39,0,1393.0,,4,0,1,0,0.0
2678,1,0.125958014,30,0,0.159157558,3750.0,5,0,0,0,0.0
2679,0,0.7702459509999999,31,0,0.646918805,3780.0,12,0,1,0,2.0
2680,0,0.62163937,54,0,3262.0,,14,0,1,0,0.0
2681,1,0.0,52,0,0.591520165,2900.0,7,1,1,0,0.0
2682,1,0.568882,43,1,0.187384045,2155.0,3,1,0,1,0.0
2683,1,0.9225149009999999,26,1,776.0,,6,0,0,2,0.0
2684,0,0.311474044,56,0,0.719363199,2700.0,9,0,1,0,0.0
2685,0,0.020481301,49,0,0.148685502,9166.0,7,0,1,0,1.0
2686,0,0.980780511,43,0,0.275014515,5166.0,16,0,0,0,0.0
2687,1,0.857349322,36,1,0.7760115609999999,2075.0,9,0,0,0,2.0
2688,1,0.380227806,41,0,0.570040486,3704.0,9,0,0,0,0.0
2689,1,0.0,46,0,0.214126725,6738.0,4,0,2,0,3.0
2690,1,0.9999998999999999,29,0,0.286576169,1325.0,1,1,0,0,0.0
2691,1,0.965194698,49,0,0.7900302109999999,3309.0,14,0,0,0,2.0
2692,1,0.40515552,52,0,0.34827528700000004,6000.0,7,0,2,1,0.0
2693,0,0.9999998999999999,79,0,0.0,,0,0,0,0,
2694,0,0.38430345899999996,50,0,2040.0,,7,0,1,0,0.0
2695,0,0.054926370999999995,63,0,0.11968744,5246.0,13,0,1,0,0.0
2696,0,0.22631709100000003,25,0,0.171555252,2931.0,7,0,0,0,2.0
2697,1,0.40808455899999996,51,0,0.23068625,12050.0,10,0,0,0,1.0
2698,0,0.000730136,71,0,0.03519648,10000.0,9,0,0,0,1.0
2699,1,0.9999998999999999,42,1,914.0,,1,2,1,0,0.0
2700,0,0.36743784399999996,48,1,3177.0,,11,0,1,0,0.0
2701,1,0.339612111,65,3,0.590256924,2996.0,12,0,1,0,0.0
2702,1,0.017265516,50,0,990.0,,7,1,1,1,0.0
2703,1,0.0,51,0,0.380631579,4749.0,8,0,2,0,2.0
2704,1,0.589785164,67,0,0.647568288,1500.0,9,1,1,0,0.0
2705,1,0.775514892,50,1,0.035308822000000004,9600.0,12,0,0,0,0.0
2706,1,0.904968271,48,1,0.497275595,3486.0,10,0,1,1,2.0
2707,0,0.013909426,84,0,0.580569905,6000.0,11,0,3,0,0.0
2708,0,0.46382656899999997,27,0,0.238723608,4167.0,8,0,0,0,0.0
2709,1,0.664762993,24,3,0.44607190399999996,750.0,8,0,0,0,0.0
2710,0,0.018753168,52,0,0.137787567,4085.0,14,0,0,0,1.0
2711,0,0.9999998999999999,39,0,3061.0,,7,0,2,0,0.0
2712,1,0.509157111,55,1,0.423597679,2584.0,11,1,0,0,0.0
2713,1,1.020704908,33,1,0.28860826100000003,3800.0,4,1,0,0,0.0
2714,0,0.609745793,59,0,0.32481307600000003,5750.0,7,0,1,0,2.0
2715,1,0.996156802,35,1,0.298387097,2603.0,8,2,0,1,1.0
2716,1,0.9999998999999999,48,1,0.173971498,3718.0,1,1,0,1,2.0
2717,1,0.613903516,33,0,0.935688104,3000.0,8,0,2,0,3.0
2718,1,0.803133819,32,1,1695.0,,13,2,0,1,
